342,CCCCCCc1sc(c2c1OCCO2)c1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N
343,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N
344,CCCCCCc1sc(c2c1OCCO2)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N
345,CCCCCCc1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N
346,CCCCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OCCCCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N
347,CCCCCCCCCCCCOc1ccc(cc1)N1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N
348,CCCCCCCCOc1ccc(cc1)N1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N
349,COc1ccc(cc1)N1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N
353,N#C/C(=C\c1ccc(o1)c1ccc(cc1)N(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O
354,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O
355,N#C/C(=C\c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O
357,CCN1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N
358,CC(CCOc1ccc(cc1)N1c2ccc(cc2Sc2c1cccc2)/C=C/c1nc2cc(ccc2nc1/C=C/c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OCCC(C)C)cccc1)C(=O)O)C
360,CCCCN1c2ccc(cc2Sc2c1cccc2)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N
361,CCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N
